gene	Apical progenitors	Astrocytes	CThPN	Cajal Retzius cells	Cycling glial cells	DL CPN	DL_CPN_1	DL_CPN_2	Doublet	Endothelial cells	Ependymocytes	Immature neurons	Intermediate progenitors	Interneurons	Layer 4	Layer 6b	Low quality cells	Microglia	Migrating neurons	NP	Oligodendrocytes	Pericytes	Red blood cells	SCPN	UL CPN	VLMC
Agrn							1.0	1.0		1.0	1.0											1.0	0.0			
Stmn3	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0			1.0	1.0	0.0
Sp2																										
Hmgcll1										0.0	0.0						0.0	0.0				0.0	0.0			0.0
4933407L21Rik	0.0		0.0			0.0				0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0
Qpctl																							0.0			
Simc1																							0.0			
Tex9																							0.0			
Enpp4											1.0						0.0	0.0					0.0			
Nme6							1.0		1.0							1.0										
Hn1l	1.0	0.0	0.0		1.0	0.0			1.0				1.0		0.0				0.0	0.0					0.0	1.0
Gm26737	1.0		0.0			0.0	0.0				0.0	0.0	0.0	0.0	0.0		0.0		0.0		0.0	0.0			0.0	
Prps2	1.0	1.0				1.0									1.0				0.0				0.0			
Heatr5a	1.0	1.0					0.0							0.0	0.0		0.0		0.0						0.0	
Qtrtd1																		0.0				0.0	0.0			
Cdc42ep2	0.0		1.0			1.0	1.0	1.0					0.0		1.0	1.0				1.0			0.0	1.0		
Alox5ap	0.0	0.0			0.0	0.0					0.0	0.0	0.0	0.0	0.0		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Bphl								1.0			1.0												0.0			
Npr3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0
Pex5								1.0																		
Gm14662		0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cep85																										
Necab1	0.0	0.0	1.0			1.0	1.0	1.0			0.0		0.0		1.0			0.0	0.0				0.0			0.0
Lrfn5	0.0	0.0	1.0			1.0	1.0	1.0	1.0			1.0	0.0		1.0	1.0				1.0			0.0	1.0	1.0	0.0
Pou2f1																										
Glrb	0.0		1.0			1.0	1.0	1.0				1.0	0.0		1.0	1.0			0.0	1.0			0.0		1.0	
Gsr	1.0	1.0			1.0		1.0	1.0	1.0		1.0				0.0	1.0			0.0	0.0					0.0	
Kcnk1		1.0	1.0					1.0			1.0		0.0					0.0	0.0	1.0		0.0	0.0			
Tmem14a							1.0	1.0															0.0			
Mms22l					1.0			0.0																		
Abi2			1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	0.0	1.0	1.0	1.0				1.0	1.0			1.0	1.0	
Tmem17																							0.0			
Ccnd3	1.0	1.0	0.0		1.0	0.0		1.0		1.0	1.0	0.0	0.0		0.0				0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0
Mkln1os	0.0	0.0	1.0		0.0					0.0	0.0		0.0				0.0	0.0	0.0		0.0			1.0	0.0	0.0
Tsc22d4		1.0			1.0	0.0					1.0				0.0			1.0		0.0	1.0	1.0			0.0	
Ppm1l		0.0	1.0						1.0			1.0			1.0				1.0	1.0			0.0	1.0	1.0	
Setx																										
Chic2		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0	1.0	
Sirt5											0.0												0.0			
Rcn3	1.0	1.0	0.0			0.0						0.0			0.0	0.0			0.0	0.0		1.0		0.0		1.0
Hspa4l	1.0	1.0	0.0		1.0	0.0					1.0	0.0							0.0					0.0	0.0	
Nceh1	0.0	0.0				0.0						0.0	0.0				0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0
Arntl							1.0																0.0			
Arhgap33	0.0	0.0	1.0			1.0	1.0	1.0	1.0			1.0	0.0		1.0	1.0				1.0			0.0	1.0	1.0	
Xpot																										
Smpd2		1.0										0.0							0.0	0.0				0.0		
Mapk12	1.0		0.0			0.0	0.0				0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	
Alkbh2																							0.0			
Gypc			0.0	0.0		0.0	0.0	0.0			0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0				0.0	0.0	
Cnr1	0.0		1.0	1.0		1.0	1.0	1.0	1.0			1.0			1.0								0.0	1.0	1.0	0.0
Pvrl1	0.0		0.0			0.0	1.0				0.0		0.0		1.0				0.0	0.0			0.0	0.0		
Ptger3	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0		1.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	
Gm27217	0.0	0.0	0.0		0.0					0.0	0.0		0.0				0.0	0.0		0.0		0.0	0.0	0.0		0.0
Xylt2																	0.0						0.0			
Rbck1	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0			1.0			1.0	1.0			1.0	1.0				1.0	1.0	
Gcnt2	0.0	0.0	0.0	0.0		0.0						0.0	0.0	0.0			0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0
Pgm1																										
Mad2l1	1.0		0.0		1.0	0.0						0.0	1.0		0.0				0.0	0.0				0.0	0.0	
Ap4m1																										
Ppfia4	0.0	0.0	1.0		0.0	1.0					0.0	0.0	0.0		1.0		0.0	1.0	0.0				0.0			0.0
Gnptab																							0.0			
Syn2	0.0	0.0		1.0		1.0	1.0	1.0			0.0	1.0							1.0			0.0	0.0			0.0
Cdc20	1.0		0.0		1.0	0.0		0.0							0.0					0.0				0.0	0.0	1.0
Tyw5								1.0																		
Otub2											0.0							0.0								
Commd9		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0			1.0	1.0	
Nol3	0.0	0.0	0.0		0.0	0.0						0.0	0.0		0.0		0.0		0.0	0.0		0.0	0.0		0.0	0.0
Zbtb25																										
Kcnab1																1.0	0.0	0.0					0.0			0.0
Nfya																										
Sema6c	0.0	0.0	1.0			1.0	1.0	1.0			0.0	1.0			1.0				1.0	1.0			0.0	1.0	1.0	
Btbd9	0.0		1.0				1.0		1.0		1.0	1.0			1.0									1.0	1.0	
Rhbdd1		0.0	0.0			0.0	0.0	0.0				0.0		0.0	0.0		0.0		0.0	0.0				0.0	0.0	
Fam46a		0.0	0.0	0.0		0.0	0.0	0.0				0.0	0.0		0.0		0.0		0.0	0.0			0.0	0.0	0.0	
Bcl2l12	1.0		0.0			0.0	0.0	0.0				0.0		0.0	0.0	0.0			0.0	0.0		1.0		0.0	0.0	
Mre11a																										
Rcl1																1.0										
Spock2	0.0		1.0	1.0		1.0	1.0	1.0		1.0			0.0		1.0	1.0				1.0			0.0	1.0	1.0	0.0
Slc1a3	1.0	1.0	0.0		1.0	0.0					1.0	0.0			0.0					0.0	1.0		0.0		0.0	
Evl	1.0		1.0	1.0		1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	
Txndc11																										
Aldh1b1	0.0	0.0	1.0			1.0	1.0	1.0		0.0		1.0	0.0		1.0	1.0				1.0		0.0	0.0	1.0	1.0	0.0
Ddx25	0.0	0.0	1.0			1.0	1.0	1.0				1.0	0.0		1.0	1.0		0.0	0.0					1.0	1.0	
Ripply2	0.0		1.0	0.0		1.0				0.0			0.0		1.0		0.0	0.0	0.0			0.0	0.0	1.0		0.0
Nhlh2	0.0	0.0		1.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	1.0	0.0	0.0			0.0	1.0	0.0	0.0		0.0	0.0	0.0	
Ints1																							0.0			
Amigo2	0.0	0.0	0.0								0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0
Tsen15	1.0	1.0	0.0		1.0						1.0	0.0	1.0						0.0	0.0				0.0		
Trappc9																										
Fbxl2	0.0	0.0	1.0			1.0	1.0					1.0	0.0		1.0			0.0	0.0		0.0		0.0	1.0	1.0	
Lamb2		1.0	0.0	0.0		0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	
Mxd4	0.0	1.0	1.0			1.0			1.0	1.0		1.0	1.0		1.0				1.0	1.0	1.0	1.0		1.0	1.0	
Rnft2																		0.0				0.0	0.0			0.0
Lzts1	0.0		1.0			1.0	1.0	1.0	1.0			1.0	1.0		1.0	1.0			1.0	1.0			0.0	1.0	1.0	0.0
Arpc1b										1.0								1.0				1.0				1.0
Ddx51											0.0												0.0			
Xrcc4																										
Pard3b			0.0	0.0		0.0	0.0	0.0				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	
Sdc3	0.0	1.0	1.0			1.0	1.0	1.0		1.0		1.0	1.0		1.0	1.0				1.0	1.0	1.0	0.0	1.0	1.0	
Cdc23					1.0				1.0																	
5730409E04Rik	0.0	0.0				1.0	1.0	1.0					0.0		1.0								0.0			
Tspan2			1.0														0.0	0.0					0.0		0.0	0.0
Podn	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0
Pir			0.0			0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0	
Pnp	1.0	1.0	0.0			0.0						0.0			0.0	0.0		1.0	0.0	0.0				0.0	0.0	
Rnf44																										
Nhej1											0.0			0.0			0.0									
Atf7																							0.0			
Ptpn5	0.0		1.0			1.0	1.0	1.0					0.0		1.0	1.0				1.0			0.0	1.0	1.0	0.0
Chd5	0.0	0.0	1.0			1.0	1.0						0.0		1.0	1.0				1.0			0.0	1.0	1.0	0.0
Tspan4							1.0	1.0		1.0						1.0							0.0			
Yap1	1.0		0.0			0.0	0.0					0.0		0.0	0.0				0.0	0.0	0.0			0.0	0.0	
Rnf2	1.0		1.0		1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0			1.0	1.0	
Serpinf1	0.0		0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	1.0
Nxph3	0.0	0.0	1.0			0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	1.0		0.0	0.0		0.0		0.0		0.0	0.0
Tagln	0.0		0.0	0.0		0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	
AI849053							0.0			0.0								0.0					0.0			0.0
Dmtn	0.0	0.0	1.0			1.0	1.0	1.0					0.0		1.0	1.0			0.0	1.0						0.0
Cmtm4																							0.0			
Nmb	0.0		0.0			0.0		0.0				0.0	0.0	0.0	0.0		0.0		0.0	0.0			0.0	0.0	0.0	0.0
Tmtc3								0.0			0.0						0.0						0.0			
Sox3	1.0		0.0			0.0	0.0	0.0		0.0		0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0
Rrp8																										
Snapc4																	0.0					0.0	0.0			
Ankrd9																										
Samd10							1.0	1.0								1.0							0.0			
Ece2																										
2610037D02Rik																										
Trappc6a											1.0							1.0								
Palmd	0.0	0.0	0.0				0.0	0.0		1.0			1.0	0.0	0.0	0.0		0.0	1.0	0.0			0.0			0.0
Dnttip2	1.0		0.0		1.0	0.0			1.0		1.0				0.0					0.0					0.0	1.0
Mafb											0.0			1.0									0.0			
Magel2	0.0	0.0	0.0		0.0	0.0				0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0
Smtn		0.0	0.0	0.0		0.0		0.0			0.0	0.0		0.0	0.0		0.0		0.0	0.0			0.0	0.0	0.0	
Dcaf12l1		0.0				1.0				0.0			0.0		1.0				0.0				0.0			
Mphosph10																										
Syt9		0.0		0.0				0.0		0.0	0.0		0.0	0.0			0.0	0.0	0.0			0.0	0.0	1.0	0.0	0.0
Kcnq4	0.0	0.0									0.0		0.0					0.0	0.0				0.0			
A330008L17Rik	0.0	0.0	0.0	0.0	0.0	0.0				0.0		0.0		0.0			0.0	0.0			0.0	0.0	0.0	1.0		0.0
AA387200	0.0	0.0	0.0					0.0		0.0	0.0			0.0	0.0		0.0	0.0	1.0		0.0	0.0	0.0			0.0
Ubp1																										
0610009L18Rik																							0.0			0.0
Snph	0.0	0.0			0.0					0.0		0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0			0.0
Zfand1							1.0		1.0		1.0															
Scarb2							1.0	1.0										1.0					0.0			
Kcna2	0.0	1.0	0.0			0.0				0.0		0.0	0.0	0.0			0.0	0.0	0.0			0.0	0.0			0.0
Zfp518b																							0.0			
Ccser2	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0		1.0	1.0				1.0	1.0	1.0		1.0	1.0	
Cdkl2	0.0	0.0	1.0		0.0	1.0	1.0	1.0			0.0		0.0		1.0	1.0		0.0	0.0	1.0			0.0	1.0		0.0
Ssh2								1.0										1.0					0.0			
Mesdc1							1.0	1.0																		
Ppp6r3																										
3110099E03Rik	0.0		0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0
Ubiad1	0.0	0.0				0.0						0.0	0.0		0.0		0.0		0.0	0.0			0.0	0.0	0.0	
Usp25	1.0		0.0			0.0						0.0			0.0				0.0	0.0				0.0	0.0	
Pqlc1							1.0	1.0								1.0							0.0			
Acads	1.0	1.0	0.0			0.0	0.0					0.0	1.0		0.0	0.0				0.0		1.0		0.0	0.0	
Eif4e3																							0.0			
Lgals8																	0.0									
Vegfa			0.0								0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0			0.0	0.0	0.0	
Usp11																							0.0			
Ybx3							1.0																			
Acsbg1		1.0	0.0	0.0	1.0	0.0				0.0		0.0		0.0	0.0			0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0
Cmc1							1.0															1.0				
Mpst		1.0	1.0		1.0	1.0	1.0		1.0		1.0	1.0			1.0	1.0				1.0	1.0			1.0	1.0	
Sh3bgrl2																		0.0			0.0		0.0			0.0
Kdm2b			1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0			1.0	1.0	
Slc41a2	0.0	0.0	0.0		0.0	0.0			0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0
Gk	0.0		0.0									0.0	0.0		1.0		0.0		0.0							
Coro7																	0.0						0.0			
Nelfa									1.0																	
Ccdc166																							0.0			
Snx13											0.0												0.0			
Sh3kbp1							1.0									1.0							0.0			
Hsph1	1.0					1.0	1.0	1.0	1.0		1.0	1.0	1.0		1.0	1.0				1.0				1.0	1.0	
Macf1		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0			1.0	1.0	1.0	1.0		1.0	1.0	
Ugp2		1.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0		0.0		1.0	1.0		1.0	0.0	1.0	1.0	1.0		1.0		1.0
Cntln					1.0																		0.0			
C030034I22Rik																							0.0			
Tmc7		0.0	0.0			0.0						0.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0		0.0	0.0	0.0	
Fiz1	1.0	1.0				1.0	1.0	1.0	1.0			1.0	1.0						1.0	1.0				1.0		
Dnal4		1.0	1.0	1.0		1.0	1.0	1.0	1.0		1.0	1.0	1.0		1.0	1.0			1.0	1.0				1.0	1.0	
Hist2h2ac		0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0
Fam212b	0.0	1.0	0.0			0.0					0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0
Trim12a	0.0		0.0	0.0		0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	
Afap1l1										1.0												0.0	0.0			
Gm42418							1.0									1.0										
G2e3																										
Gucy1a3	0.0					1.0	1.0	1.0					0.0		1.0				0.0			1.0	0.0		1.0	0.0
2810402E24Rik																							0.0			
Fndc3b			0.0			0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0		0.0	0.0			0.0	0.0	0.0	
Kcnmb2	0.0	0.0	0.0		0.0	1.0					0.0	0.0	0.0		1.0		0.0	0.0	0.0				0.0			0.0
Mbp	0.0	0.0	0.0							0.0	0.0		0.0				0.0		0.0	0.0		0.0	0.0			
Dtd2											1.0															
Gramd3		1.0	0.0	0.0		0.0	0.0	0.0			1.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0			0.0	0.0	0.0	
2900052N01Rik			0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cdk12		0.0	0.0			0.0			1.0			1.0			0.0				1.0	0.0					0.0	
Myo18a							1.0		1.0							1.0						1.0	0.0			
Ezh1																	0.0									
Intu	1.0	1.0	0.0											0.0			0.0		0.0				0.0		0.0	
Chaf1b					1.0																					
Mettl15																										
Pigv																										
Mnd1	1.0		0.0			0.0						0.0	0.0	0.0	0.0		0.0		0.0		0.0			0.0	0.0	
Kcnk10																		0.0				0.0	0.0			0.0
Gucy1b3	0.0					1.0	1.0	1.0					0.0		1.0				0.0	1.0		1.0		1.0	1.0	
Klhl18																							0.0			
Echs1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0			1.0		1.0	1.0		1.0	1.0	1.0
Apool																										
Dip2c											0.0					1.0							0.0			
Lmcd1		1.0	0.0			0.0	0.0	0.0				0.0		0.0	0.0	0.0			0.0	0.0			0.0	0.0	0.0	0.0
Mmrn2			0.0			0.0	0.0	0.0		1.0		0.0			0.0	0.0	0.0			0.0			0.0	0.0	0.0	
Rpf1	1.0		0.0		1.0	0.0			1.0				1.0		0.0					0.0					0.0	
Srbd1											0.0												0.0			
Tspyl2																										
Cnih4	1.0	1.0	0.0		1.0	0.0	1.0		1.0	1.0	1.0		1.0		0.0			1.0		0.0	1.0	1.0			0.0	
Pgpep1		1.0	0.0			0.0					1.0	0.0	1.0		0.0					0.0	1.0			0.0	0.0	
Ska2					1.0				1.0																	
Slc31a1								1.0		1.0	1.0											1.0				
Zfp566																							0.0			
Nthl1		0.0											0.0		0.0					0.0			0.0	0.0		
Rpp21			1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0		1.0	1.0	1.0				1.0	1.0	1.0		1.0	1.0	
Rps6ka1																	0.0						0.0			
Lrp11	0.0		1.0	1.0		1.0	1.0	1.0	1.0			1.0			1.0	1.0				1.0			0.0	1.0	1.0	0.0
Zfp217		0.0	0.0			0.0	0.0	0.0				0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	
Wrap53																										
Ptges2							1.0	1.0								1.0										
Cep41								0.0															0.0			
Adnp2																							0.0			
Mrps6		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	0.0		1.0	1.0				1.0				1.0		
3110009E18Rik																							0.0			
Acaca	0.0	0.0				1.0	1.0	1.0	1.0				0.0		1.0	1.0			0.0	1.0			0.0		1.0	
2310011J03Rik	1.0	1.0				0.0	1.0	1.0	1.0											0.0						
Otud1	0.0	1.0									1.0	0.0	0.0				0.0		0.0					0.0		
Brd9			1.0		1.0	1.0	1.0	1.0	1.0			1.0	1.0		1.0	1.0			1.0	1.0				1.0	1.0	
Dnajc4																										
Hipk3											0.0						0.0									
Ttc9c									1.0																	
Gm17484	0.0	0.0			0.0					0.0	0.0		0.0				0.0		0.0	0.0		0.0	0.0			0.0
Dnal1																							0.0			
Adap1	0.0	0.0				1.0	1.0	1.0			0.0		0.0		1.0	1.0			0.0				0.0	1.0		0.0
Wdr70																										
Gemin5																							0.0			
Clcn4	0.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0			1.0		1.0	1.0	1.0			1.0	1.0	1.0	1.0		1.0	1.0	
Rap2b	0.0	1.0					1.0	1.0	1.0						1.0				1.0		1.0				1.0	
Nudt22																										
Utp11l	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0			1.0	1.0		1.0	1.0		1.0	1.0	
Kcnj2	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aig1			1.0			1.0	1.0	1.0	1.0			1.0	0.0		1.0	1.0				1.0				1.0		
Trim47	0.0	1.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0
Vasn	0.0		0.0			0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	
Hk2	1.0		0.0			0.0	0.0	0.0				0.0		0.0	0.0	0.0			0.0	0.0			0.0		0.0	
6720427I07Rik								0.0									0.0	0.0					0.0			0.0
Sft2d1	0.0	1.0	1.0			1.0	1.0	1.0	1.0	1.0		1.0			1.0	1.0		1.0	1.0	1.0				1.0	1.0	
Npas2	0.0	0.0	0.0	0.0	0.0						0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0
Zfp189																	0.0	0.0					0.0			
Ltbp4	1.0		0.0									0.0		0.0	0.0		0.0	0.0	0.0				0.0	0.0	0.0	
Mrgpre	0.0	0.0			0.0						0.0	0.0	0.0				0.0		0.0	0.0			0.0			0.0
Slc8a2										0.0								0.0					0.0			0.0
Tmem219								1.0																		
Sfrp2	1.0						0.0					0.0			0.0					1.0			0.0	0.0	0.0	
Hvcn1		0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	
Kifc2	0.0	0.0				1.0	1.0	1.0					0.0		1.0	1.0		0.0		1.0			0.0			0.0
Abca8a	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ap2b1			1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0			1.0	1.0				1.0	1.0	
Pla2g3	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aptx		1.0	1.0			1.0	1.0	1.0	1.0			1.0	1.0		1.0	1.0			1.0	1.0				1.0	1.0	
Mettl21a																										
Dab1		1.0	1.0		1.0	1.0	1.0		1.0		1.0	1.0	0.0		1.0	1.0				1.0	1.0			1.0	1.0	
Pcdhb17	0.0	0.0									0.0		0.0				0.0	0.0		0.0			0.0			0.0
Slc39a3							1.0	1.0																		
Pxk																										
Ppfia1																										
Rxfp1	0.0	0.0	0.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pdgfa	0.0	0.0	0.0	1.0		1.0	1.0	1.0			1.0		0.0		1.0				0.0	0.0			0.0		1.0	
Erdr1									1.0																	
Insm1			0.0			0.0		0.0	1.0				1.0		0.0				1.0	0.0		0.0	0.0			0.0
Dchs1																							0.0			
Hmbs	1.0	1.0	0.0		1.0	0.0	1.0				1.0		1.0			1.0				0.0			1.0	0.0	0.0	1.0
Gm16596	0.0	0.0	0.0		0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0
Tnfaip8l1								1.0			0.0												0.0			
Pabpc4							1.0	1.0	1.0														1.0			
Dhx37								0.0									0.0	0.0					0.0			0.0
Fgfrl1			0.0	0.0		0.0	0.0	0.0				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0
Ncoa7							1.0	1.0								1.0										
Kctd1																		0.0				1.0	0.0			
Tspan15	1.0	1.0	0.0			0.0				1.0	1.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0				0.0	0.0	
Nkain4	0.0	1.0	0.0		1.0	0.0					1.0	0.0			0.0								0.0	0.0		
Aacs	0.0	1.0				1.0	1.0	1.0				1.0	0.0		1.0	1.0			0.0				0.0	1.0		
Smim14		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0	1.0	
Tmem14c	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0		1.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0	1.0	
Msx3	0.0	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0
A430027H14Rik										0.0							0.0	0.0				0.0	0.0			0.0
Jkamp		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0		1.0	1.0	
Lurap1	0.0	0.0	0.0	0.0						0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0
Rprd1b																										
Dpp9																										
Gm3488	0.0	0.0	1.0		0.0	1.0		1.0		0.0	0.0	1.0	0.0		1.0				0.0		0.0	0.0	0.0	1.0	1.0	0.0
Hist1h4i	1.0		0.0		1.0	0.0						0.0			0.0				0.0	0.0				0.0	0.0	
Map1s																							0.0			
Mmp24	0.0	0.0	1.0		0.0	1.0				0.0	0.0	1.0	0.0		1.0			0.0				0.0	0.0	1.0	1.0	0.0
B230307C23Rik	0.0	0.0	0.0			0.0				0.0	0.0	0.0	0.0	0.0			0.0		0.0	0.0	0.0			0.0	0.0	0.0
Cacnb4							1.0				0.0												0.0			0.0
Maz	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0		1.0	1.0			1.0	1.0				1.0	1.0	
Chst1	0.0		1.0			1.0	1.0	1.0				1.0	0.0		1.0	1.0				1.0			0.0	1.0	1.0	
Slc37a1	0.0	0.0		0.0	0.0	0.0					0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pip4k2a							1.0																			
Slc22a17	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	0.0	1.0	1.0	1.0				1.0	1.0		0.0	1.0	1.0	
Htra1	0.0	1.0	0.0			0.0	0.0	0.0			1.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			0.0	0.0	0.0	
Mcph1																	0.0									
Anxa6	0.0	1.0					1.0			1.0	1.0		0.0						0.0	0.0		1.0	0.0			
Rnf126	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0		1.0	1.0			1.0	1.0		1.0		1.0	1.0	
Leprotl1		1.0	1.0			1.0	1.0	1.0	1.0			1.0	1.0		1.0	1.0			1.0	1.0		1.0		1.0	1.0	
Ranbp6											0.0															
